"Code","Description","Parent","Table","Version"
"M73","Quarrying and tooling equipment","M7","M","1.4"
"M731","Stone drilling machines","M73","M","1.4"
"M732","Stone cleaving machines and equipment","M73","M","1.4"
"M733","Stone sawing equipment","M73","M","1.4"
"M7331","Reciprocating sawing machines","M733","M","1.4"
"M7332","Cutting-out saws","M733","M","1.4"
"M734","Abrasive cutting off machines","M73","M","1.4"
"M735","Slab cutting machines and equipment","M73","M","1.4"
"M736","Milling machines","M73","M","1.4"
"M737","Sanding and polishing machines and lines","M73","M","1.4"
"M738","Grouting machines for cast stone slabs","M73","M","1.4"
"M739","Diamond tools","M73","M","1.4"
"M74","Manufacturing of prefabricated members and blocks","M7","M","1.4"
"M741","Concrete block, pipe, kerb and tile machines and plant","M74","M","1.4"
"M74101","Concrete block machines with support boards","M741","M","1.4"
"M74102","Concrete block machines without support boards","M741","M","1.4"
"M74103","Moulds for the concrete block industry","M741","M","1.4"
"M74104","Presses","M741","M","1.4"
"M741041","Concrete slab presses","M74104","M","1.4"
"M741042","Revolving presses","M74104","M","1.4"
"M74105","Vibrating tables","M741","M","1.4"
"M74106","Machines for washing concrete to expose the aggregate, paper lining machines and accessories","M741","M","1.4"
"M74107","Concrete pipe machines","M741","M","1.4"
"M74108","Centrifugal casting machines","M741","M","1.4"
"M74109","Kerb stone machines","M741","M","1.4"
"M74110","Step machines","M741","M","1.4"
"M74111","Roof tile machines","M741","M","1.4"
"M74112","Synthetic resin concrete casting machines","M741","M","1.4"
"M74113","Hardening plant","M741","M","1.4"
"M742","Plant for the manufacture of large-format precast concrete elements","M74","M","1.4"
"M7421","Battery formwork","M742","M","1.4"
"M7422","Tilting tables for precast concrete elements","M742","M","1.4"
"M7423","Prestressed concrete systems","M742","M","1.4"
"M7424","Slip finishers for prestressed concrete beams and slabs","M742","M","1.4"
"M7425","Finishers for walls and ceilings","M742","M","1.4"
"M743","Transport equipment for the concrete block industry","M74","M","1.4"
"M7431","Automatic transfer systems","M743","M","1.4"
"M7432","Grabs and loading devices for concrete blocks","M743","M","1.4"
"M7433","Vehicles for feeding concrete block machines","M743","M","1.4"
"M7434","Slab stacking devices","M743","M","1.4"
"M7435","Block packaging, binding and shrink foil plant","M743","M","1.4"
"M7436","Pallets","M743","M","1.4"
"M744","Plant for the manufacture of sand-lime bricks","M74","M","1.4"
"M745","Machines and plant for the manufacture of lightweight concrete blocks and elements","M74","M","1.4"
"M746","Machines and plant for the manufacture of lightweight building boards and pipes","M74","M","1.4"
"M8","Testing equipment","M","M","1.4"
"M81","Concrete testing equipment","M8","M","1.4"
"M82","Sampling equipment","M8","M","1.4"
"M83","Weighing machines for construction materials","M8","M","1.4"
"M84","Weighing machines for vehicles","M8","M","1.4"
"M85","Pipe testing equipment","M8","M","1.4"
"M86","Drain testing equipment","M8","M","1.4"
"M861","Sewer test and inspection equipment","M86","M","1.4"
"M89","Other testing equipment","M8","M","1.4"
"M9","General equipment","M","M","1.4"
"M91","Site accommodation and temporary services","M9","M","1.4"
"M911","Site accommodation","M91","M","1.4"
"M9111","Site huts, containers and static caravans","M911","M","1.4"
"M91111","Office fittings","M9111","M","1.4"
"M91112","Mess room fittings","M9111","M","1.4"
"M91113","Store fittings","M9111","M","1.4"
"M9112","Motor caravans","M911","M","1.4"
"M9113","Toilet vehicles and cabins","M911","M","1.4"
"M91131","Toilet units","M9113","M","1.4"
"M912","Installations and equipment for winter construction","M91","M","1.4"
"M9121","Construction drying equipment","M912","M","1.4"
"M9122","Steam generators, water heaters","M912","M","1.4"
"M9123","Space heaters","M912","M","1.4"
"M9124","Watchmans heaters","M912","M","1.4"
"M913","Site lighting equipment","M91","M","1.4"
"M9131","Warning lamps","M913","M","1.4"
"M9132","Portable floodlights","M913","M","1.4"
"M9133","Tilley lamps","M913","M","1.4"
"M9134","Watchmans lamps","M913","M","1.4"
"M914","Site electrical equipment","M91","M","1.4"
"M9141","Site electrical distributors","M914","M","1.4"
"M9142","Cable laying machines and equipment","M914","M","1.4"
"M9143","Cable and pipeline detectors","M914","M","1.4"
"M915","Power generating units","M91","M","1.4"
"M9151","Power generating units, stationery","M915","M","1.4"
"M9152","Power generating units, mobile","M915","M","1.4"
"M916","Frequency and voltage transformers","M91","M","1.4"
"M917","Drainage equipment","M91","M","1.4"
"M9171","Drainage rods","M917","M","1.4"
"M9172","Expanding drain stoppers","M917","M","1.4"
"M918","Rubbish collection and disposal equipment","M91","M","1.4"
"M9181","Rubbish chutes","M918","M","1.4"
"M9182","Skips","M918","M","1.4"
"M92","Site equipment","M9","M","1.4"
"M921","Surveying and measuring equipment","M92","M","1.4"
"M9211","Levels","M921","M","1.4"
"M92111","Dumpy levels","M9211","M","1.4"
"M92112","Auto levels","M9211","M","1.4"
"M92113","Engineers precise auto levels","M9211","M","1.4"
"M92114","Tilting levels","M9211","M","1.4"
"M92115","Theodolites","M9211","M","1.4"
"M92116","Water levels","M9211","M","1.4"
"M92117","Levelling staffs","M9211","M","1.4"
"M92118","Spirit levels","M9211","M","1.4"
"M9212","Other surveying equipment","M921","M","1.4"
"M92121","Ranging rods, poles","M9212","M","1.4"
"M92122","Tripods","M9212","M","1.4"
"M92123","Staffs","M9212","M","1.4"
"M92124","Optical plummets","M9212","M","1.4"
"M92125","Centring rods","M9212","M","1.4"
"M92126","Measuring telescopes","M9212","M","1.4"
"M92127","Electro-magnetic distance measuring instruments (EDM instruments)","M9212","M","1.4"
"M92128","Direction indicating devices","M9212","M","1.4"
"M92129","Surface indicating devices","M9212","M","1.4"
"M9213","Measuring equipment","M921","M","1.4"
"M92131","Measuring tape","M9213","M","1.4"
"M92132","Folding rules","M9213","M","1.4"
"M92133","Measuring rod","M9213","M","1.4"
"M92134","Plumb line","M9213","M","1.4"
"M92135","Clinometer","M9213","M","1.4"
"M92136","Profile boards","M9213","M","1.4"
"M92137","Sight rails","M9213","M","1.4"
"M92138","Boning rods","M9213","M","1.4"
"M92139","Tachometer","M9213","M","1.4"
"M922","Welding equipment","M92","M","1.4"
"M9221","Underwater welding equipment","M922","M","1.4"
"M9222","Thermic boring equipment","M922","M","1.4"
"M9223","Welding electrodes","M922","M","1.4"
"M9224","Oxy-acetylene cutting and welding sets","M922","M","1.4"
"M9225","Diesel welding sets","M922","M","1.4"
"M9226","Welding accessories","M922","M","1.4"
"M92261","Head screens","M9226","M","1.4"
"M92262","Helmets","M9226","M","1.4"
"M923","Protective equipment","M92","M","1.4"
"M9231","Signals for construction sites","M923","M","1.4"
"M92311","Warning signs","M9231","M","1.4"
"M9232","Personal safety equipment","M923","M","1.4"
"M92321","Protective nets","M9232","M","1.4"
"M92322","Safety harnesses","M9232","M","1.4"
"M92323","Goggles","M9232","M","1.4"
"M9233","Road works equipment","M923","M","1.4"
"M92331","Traffic control lamps","M9233","M","1.4"
"M923311","Traffic lights","M92331","M","1.4"
"M923312","Danger lamps","M92331","M","1.4"
"M923313","Flashing traffic warning lamps","M92331","M","1.4"
"M92332","Barrier trestles","M9233","M","1.4"
"M92333","Crossing plates","M9233","M","1.4"
"M92334","Road cones","M9233","M","1.4"
"M92335","Flashing bollards","M9233","M","1.4"
"M92336","Speed deterrents","M9233","M","1.4"
"M92337","Traffic information signs","M9233","M","1.4"
"M923371","Traffic control signs","M92337","M","1.4"
"M923372","Traffic warning signs","M92337","M","1.4"
"M923373","Illuminated traffic information signs","M92337","M","1.4"
"M924","DPC equipment","M92","M","1.4"
"M9241","Caulking gun","M924","M","1.4"
"M9242","High pressure injection equipment","M924","M","1.4"
"M9243","Low pressure injection equipment","M924","M","1.4"
"M9244","Gravity feed equipment","M924","M","1.4"
"M9245","Electro-osmosis equipment","M924","M","1.4"
"M925","Cleaning and surface preparation equipment","M92","M","1.4"
"M9251","High pressure and steam jet cleaners","M925","M","1.4"
"M9252","Low pressure cleaning machines","M925","M","1.4"
"M9253","Underwater cleaning equipment","M925","M","1.4"
"M9254","Blasting machines and equipment","M925","M","1.4"
"M926","Compressors, compressed-air machines and equipment","M92","M","1.4"
"M9261","Compressors","M926","M","1.4"
"M92611","Lorry-mounted compressors","M9261","M","1.4"
"M92612","Tractor-mounted compressors","M9261","M","1.4"
"M9262","Compressed-air machines and equipment","M926","M","1.4"
"M92621","Air hoses","M9262","M","1.4"
"M92622","Mufflers","M9262","M","1.4"
"M92623","Tool silencers","M9262","M","1.4"
"M92624","Air receivers","M9262","M","1.4"
"M927","Steel reinforcement cutting and bending plant and equipment","M92","M","1.4"
"M9271","Bar bending machines","M927","M","1.4"
"M9272","Bar shearing machines","M927","M","1.4"
"M9273","Bar cropper machines","M927","M","1.4"
"M928","Dehumidifiers","M92","M","1.4"
"M929","Other site equipment","M92","M","1.4"
"M9291","Tarpaulins","M929","M","1.4"
"M9292","Ladders, general","M929","M","1.4"
"M9293","Loading rails","M929","M","1.4"
"M9294","Buckets","M929","M","1.4"
"M93","Hand tools","M9","M","1.4"
"M931","Saws","M93","M","1.4"
"M9311","Hand saws","M931","M","1.4"
"M93111","Coping saws","M9311","M","1.4"
"M93112","Fretsaws","M9311","M","1.4"
"M93113","Compass saws","M9311","M","1.4"
"M93114","Drywall saws","M9311","M","1.4"
"M93115","Panel saws","M9311","M","1.4"
"M93116","Hacksaws","M9311","M","1.4"
"M93117","Back saws","M9311","M","1.4"
"M93118","Flooring saws","M9311","M","1.4"
"M93119","Bow saws","M9311","M","1.4"
"M9312","Power saws","M931","M","1.4"
"M93121","Circular saws","M9312","M","1.4"
"M93122","Brick saws","M9312","M","1.4"
"M93123","Chain saws","M9312","M","1.4"
"M93124","Band saws","M9312","M","1.4"
"M93125","Mitre saws","M9312","M","1.4"
"M93126","Jig saws","M9312","M","1.4"
"M932","Pipe work equipment","M93","M","1.4"
"M9321","Pipe cutters","M932","M","1.4"
"M9322","Pipe benders","M932","M","1.4"
"M9323","Pipe defrosting equipment","M932","M","1.4"
"M9324","Pipe threading equipment","M932","M","1.4"
"M9325","Flaring tools","M932","M","1.4"
"M9326","Pairs of footprints","M932","M","1.4"
"M9327","Pipe wrenches","M932","M","1.4"
"M9328","Plumbers furnace","M932","M","1.4"
"M933","Hammers","M93","M","1.4"
"M9331","Bricklayers hammers","M933","M","1.4"
"M9332","Carpenters hammers","M933","M","1.4"
"M9333","Bush hammers","M933","M","1.4"
"M9334","Club hammers","M933","M","1.4"
"M9335","Sledge hammers","M933","M","1.4"
"M9336","Chipping hammers","M933","M","1.4"
"M9337","Rotary hammers","M933","M","1.4"
"M9338","Riveting hammers","M933","M","1.4"
"M9339","Demolition hammers","M933","M","1.4"
"M934","Hand-held drills and equipment","M93","M","1.4"
"M9341","Rotary drills","M934","M","1.4"
"M9342","Rock drills","M934","M","1.4"
"M9343","Reversible drills","M934","M","1.4"
"M9344","Wheelbraces","M934","M","1.4"
"M9345","Drill bits","M934","M","1.4"
"M9346","Drill rods","M934","M","1.4"
"M9347","Pipe drilling tackle","M934","M","1.4"
"M9348","Diamond drilling and chasing equipment","M934","M","1.4"
"M9349","Drill stands","M934","M","1.4"
"M935","Painting, insulation application equipment","M93","M","1.4"
"M9351","Paint brushes","M935","M","1.4"
"M9352","Paint rollers","M935","M","1.4"
"M9353","Paint kettles","M935","M","1.4"
"M9354","Spraying equipment for paints and insulation","M935","M","1.4"
"M9355","Insulation injection equipment","M935","M","1.4"
"M9356","Paint metering systems","M935","M","1.4"
"M936","Barrows","M93","M","1.4"
"M9361","Hand barrows","M936","M","1.4"
"M9362","Powered barrows","M936","M","1.4"
"M937","Digging tools","M93","M","1.4"
"M9371","Spades","M937","M","1.4"
"M9372","Clay spits","M937","M","1.4"
"M9373","Picks","M937","M","1.4"
"M938","Other hand tools","M93","M","1.4"
"M9381","Screwdrivers","M938","M","1.4"
"M93811","Ratchet screwdrivers","M9381","M","1.4"
"M9382","Trowels","M938","M","1.4"
"M93821","Angle trowels","M9382","M","1.4"
"M93822","Gauging trowels","M9382","M","1.4"
"M93823","Laying-on trowels","M9382","M","1.4"
"M9383","Floats","M938","M","1.4"
"M93831","Devil floats","M9383","M","1.4"
"M93832","Cross-grained floats","M9383","M","1.4"
"M9384","Bolt cutters","M938","M","1.4"
"M9385","Spanners","M938","M","1.4"
"M9386","Allen keys","M938","M","1.4"
"M9387","Levering bars","M938","M","1.4"
"M93871","Crowbars","M9387","M","1.4"
"M93872","Pinch bars","M9387","M","1.4"
"M939","Other electrical tools","M93","M","1.4"
"M9391","Sanders","M939","M","1.4"
"M93911","Orbital sanders","M9391","M","1.4"
"M93912","Belt sanders","M9391","M","1.4"
"M9392","Grinders","M939","M","1.4"
"M93921","Angle grinders","M9392","M","1.4"
"M93922","Bench grinders","M9392","M","1.4"
"M93923","Straight grinders","M9392","M","1.4"
"M9393","Polishers","M939","M","1.4"
"M9394","Planers","M939","M","1.4"
"M9395","Routers","M939","M","1.4"
"M9396","Scabblers","M939","M","1.4"
"M9397","Breakers","M939","M","1.4"
"M9398","Strimmers","M939","M","1.4"
"M99","Other general equipment","M9","M","1.4"
"N","Properties and characteristics","uniclass","N","1.4"
"N1","Descriptive","N","N","1.4"
"N11","Composition","N1","N","1.4"
"N111","Constituent materials","N11","N","1.4"
"N112","Parts, components","N11","N","1.4"
"N12","Production","N1","N","1.4"
"N121","Method of manufacture","N12","N","1.4"
"N122","Productivity","N12","N","1.4"
"N123","Automation","N12","N","1.4"
"N13","Assembly, connecting and fixing","N1","N","1.4"
"N131","On-site","N13","N","1.4"
"N132","Off-site","N13","N","1.4"
"N133","Loose fit","N13","N","1.4"
"N134","Close fit","N13","N","1.4"
"N135","Adhesion","N13","N","1.4"
"N136","Connection","N13","N","1.4"
"N137","Fastening","N13","N","1.4"
"N138","Locking","N13","N","1.4"
"N14","Accessories","N1","N","1.4"
"N15","Shape, size, tolerance","N1","N","1.4"
"N151","Shape, geometry, layout","N15","N","1.4"
"N152","Size","N15","N","1.4"
"N1521","Dimensional coordination, modular coordination","N152","N","1.4"
"N1522","Volume, capacity","N152","N","1.4"
"N1523","Area","N152","N","1.4"
"N1524","Vertical dimensions","N152","N","1.4"
"N15241","Height","N1524","N","1.4"
"N15242","Altitude","N1524","N","1.4"
"N15243","Elevation","N1524","N","1.4"
"N15244","Depth","N1524","N","1.4"
"N15245","Cover","N1524","N","1.4"
"N15246","Gradient, slope, fall","N1524","N","1.4"
"N1525","Longitudinal dimensions, length","N152","N","1.4"
"N15251","Length","N1525","N","1.4"
"N15252","Span","N1525","N","1.4"
"N15253","Distance","N1525","N","1.4"
"N15254","Length of perimeter","N1525","N","1.4"
"N1526","Latitudinal dimensions, thickness","N152","N","1.4"
"N15261","Thickness","N1526","N","1.4"
"N15262","Diameter, radius, bore","N1526","N","1.4"
"N15263","Gauge","N1526","N","1.4"
"N1527","Scale, relative dimension","N152","N","1.4"
"N1528","Change in shape, size","N152","N","1.4"
"N15281","Expansion","N1528","N","1.4"
"N15282","Shrinkage","N1528","N","1.4"
"N15283","Movement","N1528","N","1.4"
"N1529","Tolerance, fit, accuracy","N152","N","1.4"
"N153","Units of measurement/dimensional systems","N15","N","1.4"
"N16","Mass, density","N1","N","1.4"
"N161","Mass (weight)","N16","N","1.4"
"N162","Density","N16","N","1.4"
"N17","Appearance etc.","N1","N","1.4"
"N171","Style, form, aesthetic quality","N17","N","1.4"
"N172","Texture, feel","N17","N","1.4"
"N1721","Roughness","N172","N","1.4"
"N1722","Smoothness","N172","N","1.4"
"N1723","Flatness, evenness","N172","N","1.4"
"N1724","Pattern","N172","N","1.4"
"N173","Colour, visibility","N17","N","1.4"
"N174","Opacity","N17","N","1.4"
"N175","Smell, odour","N17","N","1.4"
"N176","Taste","N17","N","1.4"
"N177","Aural qualities","N17","N","1.4"
"N19","Other descriptive properties and characteristics","N1","N","1.4"
"N2","Context, environment","N","N","1.4"
"N21","Regional","N2","N","1.4"
"N211","Polar","N21","N","1.4"
"N212","Temperate","N21","N","1.4"
"N213","Sub-tropical","N21","N","1.4"
"N214","Tropical","N21","N","1.4"
"N22","Meteorological","N2","N","1.4"
"N221","Climate","N22","N","1.4"
"N222","Sunshine","N22","N","1.4"
"N223","Wind","N22","N","1.4"
"N224","Storms, lightning","N22","N","1.4"
"N225","Precipitation","N22","N","1.4"
"N2251","Rain","N225","N","1.4"
"N2252","Hail","N225","N","1.4"
"N2253","Snow","N225","N","1.4"
"N226","Weather tightness, proofing","N22","N","1.4"
"N227","Weathering","N22","N","1.4"
"N229","Others","N22","N","1.4"
"N23","Topographical","N2","N","1.4"
"N24","Physiographic, geological","N2","N","1.4"
"N241","Avalanches","N24","N","1.4"
"N242","Tides","N24","N","1.4"
"N243","Droughts","N24","N","1.4"
"N244","Floods","N24","N","1.4"
"N245","Volcanic eruptions","N24","N","1.4"
"N246","Earthquakes","N24","N","1.4"
"N247","Subsidence","N24","N","1.4"
"N25","Relating to modified environments","N2","N","1.4"
"N251","Overshadowing","N25","N","1.4"
"N252","Wind effects","N25","N","1.4"
"N253","Traffic","N25","N","1.4"
"N254","Air pollution","N25","N","1.4"
"N3","Performance","N","N","1.4"
"N31","Structural, mechanical","N3","N","1.4"
"N311","Overall strength/stability of structures; effects of/resistance to various types of loading","N31","N","1.4"
"N3111","Static loading, deformation","N311","N","1.4"
"N3112","Live loading","N311","N","1.4"
"N3113","Horizontal loading, wind loading","N311","N","1.4"
"N3114","Thermal loading","N311","N","1.4"
"N3115","Seismic loading","N311","N","1.4"
"N3116","Impact loading","N311","N","1.4"
"N3117","Penetration","N311","N","1.4"
"N3118","Subsidence, settlement","N311","N","1.4"
"N3119","Other","N311","N","1.4"
"N312","Strength of materials, components of structures","N31","N","1.4"
"N3121","Tensile strength","N312","N","1.4"
"N3122","Compressive strength","N312","N","1.4"
"N3123","Shear strength","N312","N","1.4"
"N3124","Bending strength","N312","N","1.4"
"N313","Toughness, resistance to cracking","N31","N","1.4"
"N314","Hardness, resistance to surface indentation/scratching","N31","N","1.4"
"N315","Fatigue resistance","N31","N","1.4"
"N316","Creep resistance","N31","N","1.4"
"N317","Elasticity","N31","N","1.4"
"N318","Friction, adhesion","N31","N","1.4"
"N319","Other structural, mechanical properties and characteristics","N31","N","1.4"
"N3191","Vibration properties and characteristics","N319","N","1.4"
"N3192","Flexibility","N319","N","1.4"
"N32","Fire, explosion","N3","N","1.4"
"N321","Fire types, sources, severity","N32","N","1.4"
"N322","Reaction of materials to fire","N32","N","1.4"
"N3221","Combustibility","N322","N","1.4"
"N3222","Total heat emitted, calorific value","N322","N","1.4"
"N3223","Rate of heat release, fire load","N322","N","1.4"
"N3224","Ignitability","N322","N","1.4"
"N32241","Flame impingement","N3224","N","1.4"
"N32242","Thermal irradiance","N3224","N","1.4"
"N32243","Flash point of liquids","N3224","N","1.4"
"N3225","Surface spread of flame","N322","N","1.4"
"N3226","Flame propagation","N322","N","1.4"
"N3227","Smoke/gas release","N322","N","1.4"
"N3228","Smoke/gas propagation","N322","N","1.4"
"N323","Fire resistance (structures)","N32","N","1.4"
"N3231","Maintenance of loadbearing capacity","N323","N","1.4"
"N3232","Maintenance of integrity","N323","N","1.4"
"N3233","Maintenance of insulation","N323","N","1.4"
"N3234","Increasing fire resistance by means of a surface coating, encasement","N323","N","1.4"
"N3235","Increasing fire resistance by changing choice of material","N323","N","1.4"
"N3236","Increasing fire resistance by increasing thickness of elements","N323","N","1.4"
"N324","Fire safety, protection properties and characteristics (basic)","N32","N","1.4"
"N3241","Means of escape","N324","N","1.4"
"N3242","Internal fire spread (linings)","N324","N","1.4"
"N3243","Internal fire spread (structure), fire compartmentation, fire barriers","N324","N","1.4"
"N3244","External fire spread","N324","N","1.4"
"N3245","Access and facilities for the fire service","N324","N","1.4"
"N3246","Fire endurance","N324","N","1.4"
"N325","Fire engineering, further fire safety properties and characteristics","N32","N","1.4"
"N3251","Fire prevention","N325","N","1.4"
"N3252","Fire detection, warning","N325","N","1.4"
"N3253","Venting/control of smoke and fumes","N325","N","1.4"
"N3254","Control of rate of growth of fire","N325","N","1.4"
"N3255","Extinguishing fire with sprinkler systems, fire extinguishers","N325","N","1.4"
"N3256","Training in fire safety","N325","N","1.4"
"N3257","Maintaining fire safety systems","N325","N","1.4"
"N326","Explosions","N32","N","1.4"
"N327","Fire and explosion damage, salvage","N32","N","1.4"
"N329","Other fire, explosion properties and characteristics","N32","N","1.4"
"N33","Interactions of matter","N3","N","1.4"
"N331","Properties and characteristics of air, gases","N33","N","1.4"
"N3311","Air quality, cleanliness of air","N331","N","1.4"
"N3312","Humidity","N331","N","1.4"
"N3313","Velocity of air","N331","N","1.4"
"N3314","Air pressure, pressurisation","N331","N","1.4"
"N3315","Draughts","N331","N","1.4"
"N332","Interactions between air/gas and solids","N33","N","1.4"
"N3321","Air tightness","N332","N","1.4"
"N3322","Air leakage","N332","N","1.4"
"N3323","Permeability to gas, permeability to pollutants","N332","N","1.4"
"N3324","Air infiltration","N332","N","1.4"
"N333","Interactions between water vapour and solids","N33","N","1.4"
"N3331","Water vapour penetration","N333","N","1.4"
"N3332","Water vapour permeability","N333","N","1.4"
"N3333","Condensation, surface","N333","N","1.4"
"N3334","Condensation, interstitial","N333","N","1.4"
"N3335","Hygroscopy, moisture absorption","N333","N","1.4"
"N3336","Hygrometric expansion","N333","N","1.4"
"N3337","Moisture resistance","N333","N","1.4"
"N334","Interactions between liquid water and solids","N33","N","1.4"
"N3341","Liquid water absorption","N334","N","1.4"
"N3342","Imperviousness to water","N334","N","1.4"
"N3343","Permeability to water","N334","N","1.4"
"N3344","Resistance to corrosion","N334","N","1.4"
"N3345","Water leakage","N334","N","1.4"
"N335","Interactions between the weather/ground conditions and solids","N33","N","1.4"
"N3351","Frost resistance","N335","N","1.4"
"N3352","Resistance to penetration of driving rain and snow","N335","N","1.4"
"N3353","Resistance to rising damp","N335","N","1.4"
"N336","Wastes, pollution, harmful effects of matter","N33","N","1.4"
"N3361","Solid waste","N336","N","1.4"
"N3362","Liquid waste","N336","N","1.4"
"N3363","Effectiveness in disposal of liquid waste","N336","N","1.4"
"N3364","Gaseous waste","N336","N","1.4"
"N3365","Non-release of foul air","N336","N","1.4"
"N3366","Particulate discharge","N336","N","1.4"
"N3367","Release of volatile organic compounds","N336","N","1.4"
"N3368","Odour","N336","N","1.4"
"N3369","Toxicity, chemical safety","N336","N","1.4"
"N339","Other interactions of matter","N33","N","1.4"
"N34","Biological","N3","N","1.4"
"N341","Human accidental damage, vandalism, theft","N34","N","1.4"
"N342","Animals, birds, insects","N34","N","1.4"
"N343","Harmful bacteria, viruses, etc.","N34","N","1.4"
"N3431","Legionnaires disease","N343","N","1.4"
"N344","Growth of fungi, plants","N34","N","1.4"
"N35","Thermal","N3","N","1.4"
"N351","Heat types, sources","N35","N","1.4"
"N352","Thermal insulation","N35","N","1.4"
"N353","Thermal transfer","N35","N","1.4"
"N3531","Thermal transmittance  (U value), thermal transmissivity","N353","N","1.4"
"N3532","Surface coefficient","N353","N","1.4"
"N3533","Thermal conductance  (C value), thermal  conductivity (k value)","N353","N","1.4"
"N3534","Thermal resistance (R value), thermal resistivity (r value)","N353","N","1.4"
"N3535","Convection","N353","N","1.4"
"N3536","Radiation","N353","N","1.4"
"N3537","Thermal emission, absorption","N353","N","1.4"
"N354","Heat capacity, specific heat","N35","N","1.4"
"N355","Heat loss, gain","N35","N","1.4"
"N3551","Solar heat gain","N355","N","1.4"
"N3552","Heat loss characteristics","N355","N","1.4"
"N356","Temperature","N35","N","1.4"
"N3561","Room temperature","N356","N","1.4"
"N3562","Temperature of outside air","N356","N","1.4"
"N3563","Melting point, freezing point","N356","N","1.4"
"N3564","Boiling point","N356","N","1.4"
"N357","Thermal expansion","N35","N","1.4"
"N359","Other thermal properties and characteristics","N35","N","1.4"
"N36","Optical","N3","N","1.4"
"N361","Light types, sources","N36","N","1.4"
"N3611","Natural light","N361","N","1.4"
"N3612","Artificial light","N361","N","1.4"
"N36121","Wide spectrum artificial light","N3612","N","1.4"
"N3613","Combined natural and artificial light","N361","N","1.4"
"N362","Light insulation","N36","N","1.4"
"N3621","Light protection, proofing","N362","N","1.4"
"N3622","Light tightness","N362","N","1.4"
"N363","Light transmission, absorption, emission","N36","N","1.4"
"N3631","Light transmission","N363","N","1.4"
"N36311","Spectral transmission characteristics","N3631","N","1.4"
"N3632","Light absorption","N363","N","1.4"
"N3633","Light emission","N363","N","1.4"
"N364","Light reflection, polarisation, refraction","N36","N","1.4"
"N3641","Reflection factor, reflectance, reflectivity","N364","N","1.4"
"N3642","Fully reflecting, mirrored","N364","N","1.4"
"N3643","Non reflecting, matt","N364","N","1.4"
"N3644","Degree, type of polarisation","N364","N","1.4"
"N3645","Refractive index","N364","N","1.4"
"N365","Brightness, luminous intensity","N36","N","1.4"
"N3651","Luminance","N365","N","1.4"
"N366","Glare","N36","N","1.4"
"N3661","Glare index","N366","N","1.4"
"N367","Transparency","N36","N","1.4"
"N368","Visibility","N36","N","1.4"
"N369","Other optical properties and characteristics","N36","N","1.4"
"N37","Acoustic","N3","N","1.4"
"N371","Noise types, sources","N37","N","1.4"
"N372","Acoustic insulation, protection","N37","N","1.4"
"N3721","Protection against airborne noise from outside","N372","N","1.4"
"N3722","Protection against noise from another internal space","N372","N","1.4"
"N3723","Protection against  structure-borne and impact noise","N372","N","1.4"
"N3724","Protection against equipment noise","N372","N","1.4"
"N3725","Protection against reverberant noise","N372","N","1.4"
"N373","Sound transmission, resistance, absorption","N37","N","1.4"
"N3731","Noise absorption coefficient","N373","N","1.4"
"N3732","Noise transmission factor","N373","N","1.4"
"N374","Sound reflection","N37","N","1.4"
"N375","Noise levels","N37","N","1.4"
"N3751","Noise level in decibels","N375","N","1.4"
"N3752","Loud (high noise level)","N375","N","1.4"
"N3753","Quiet low noise level","N375","N","1.4"
"N3754","Speech intelligibility rating","N375","N","1.4"
"N376","Noise frequency","N37","N","1.4"
"N379","Other acoustic properties and characteristics","N37","N","1.4"
"N38","Electric, magnetic, electromagnetic radiation","N3","N","1.4"
"N381","Electricity types, sources","N38","N","1.4"
"N3811","Alternating currents (AC)","N381","N","1.4"
"N3812","Direct currents (DC)","N381","N","1.4"
"N3813","Static electricity","N381","N","1.4"
"N382","Electrical insulation, protection, safety","N38","N","1.4"
"N3821","Electrical insulation","N382","N","1.4"
"N3822","Electrical protection","N382","N","1.4"
"N3823","Electrical safety, avoidance of shocks","N382","N","1.4"
"N383","Electrical conduction, resistance","N38","N","1.4"
"N3831","Conductivity","N383","N","1.4"
"N3832","Conductance","N383","N","1.4"
"N3833","Resistivity","N383","N","1.4"
"N3834","Resistance","N383","N","1.4"
"N3835","Admittance","N383","N","1.4"
"N384","Electrical ionisation","N38","N","1.4"
"N385","Other electrical measures","N38","N","1.4"
"N3851","Voltage (volts)","N385","N","1.4"
"N3852","Current (amps)","N385","N","1.4"
"N3853","Power (watts)","N385","N","1.4"
"N3854","Capacitance","N385","N","1.4"
"N3855","Dielectric constant","N385","N","1.4"
"N3856","Electric field strength","N385","N","1.4"
"N386","Magnetic properties and characteristics","N38","N","1.4"
"N387","Electromagnetic radiation, radioactivity properties and characteristics","N38","N","1.4"
"N3871","Infrared radiation","N387","N","1.4"
"N3872","Ultraviolet radiation","N387","N","1.4"
"N3873","Radioactivity","N387","N","1.4"
"N389","Other electric, magnetic, electromagnetic properties and characteristics","N38","N","1.4"
"N39","Energy, other performance","N3","N","1.4"
"N391","Energy types, measures","N39","N","1.4"
"N3911","Kinetic energy","N391","N","1.4"
"N3912","Potential energy","N391","N","1.4"
"N3913","Calories","N391","N","1.4"
"N3914","Joules","N391","N","1.4"
"N392","Energy output","N39","N","1.4"
"N393","Energy demand, input","N39","N","1.4"
"N394","Energy efficiency","N39","N","1.4"
"N395","Other energy properties and characteristics","N39","N","1.4"
"N396","Compatibility","N39","N","1.4"
