Pr Products - 09 July 2015 - v1.1,,,,,,,
,,,,,,,
Code,Group,Sub group,Section,Object,Title,NBS Code,NRM
Pr_30_36_59_52,30,36,59,52,Midrail push plates,45-25-60/360 Midrail push plates;,
Pr_30_36_59_64,30,36,59,64,Pull handles,45-25-60/365 Pull handles;,
Pr_30_36_59_76,30,36,59,76,Sash window pulls,45-25-60/375 Sash window pulls;,
Pr_30_36_59_92,30,36,59,92,Uncontrolled door closers,45-25-60/380 Uncontrolled door closers;,
Pr_30_36_59_94,30,36,59,94,Window casement stays,45-25-60/390 Window casement stays;,
Pr_30_36_59_95,30,36,59,95,Window latch and lock operating handles,45-25-60/395 Window latch and lock operating handles;,
Pr_30_36_59_96,30,36,59,96,Window over centre casement stays,45-25-60/400 Window over centre casement stays;,
Pr_30_36_59_97,30,36,59,97,Window remote manual openers,45-25-60/405 Window remote manual openers;,
Pr_30_36_59_98,30,36,59,98,Window restrictor stays,45-25-60/410 Window restrictor stays;,
Pr_30_59,30,59,,,Openings and opening component products,,
Pr_30_59_01,30,59,01,,Access ramps,,
Pr_30_59_01_11,30,59,01,11,Vehicle ramps,,
Pr_30_59_01_23,30,59,01,23,Dog ramps,,
Pr_30_59_01_96,30,59,01,96,Wheelchair ramps,,
Pr_30_59_07,30,59,07,,Blinds and shading devices,,
Pr_30_59_07_03,30,59,07,03,Anti-glare screens,45-25-10/400 Anti-glare screens;,
Pr_30_59_07_05,30,59,07,05,Awnings,,
Pr_30_59_07_07,30,59,07,07,Blackout blinds,,
Pr_30_59_07_64,30,59,07,64,Pinoleum blinds,45-25-10/340 Pinoleum blinds;,
Pr_30_59_07_66,30,59,07,66,Pleated blinds,45-25-10/350 Pleated blinds;,
Pr_30_59_07_72,30,59,07,72,Roller blinds,45-25-10/360 Roller blinds;,
Pr_30_59_07_86,30,59,07,86,Sunscreens,,
Pr_30_59_07_94,30,59,07,94,Venetian blinds,45-25-10/370 Venetian blinds;,
Pr_30_59_07_95,30,59,07,95,Vertical blinds,45-25-10/310 Awnings;,
Pr_30_59_07_96,30,59,07,96,Wood shutters,45-25-10/320 Wood shutters;,
Pr_30_59_09,30,59,09,,Brise-soleils and components,,
Pr_30_59_09_01,30,59,09,01,Aluminium brise-soleil brace arms/struts,45-25-50/439 Aluminium brise-soleil struts;,
Pr_30_59_09_02,30,59,09,02,Aluminium brise-soleil carrier members,45-25-50/415 Aluminium brise-soleil carrier members;,
Pr_30_59_09_03,30,59,09,03,Aluminium brise-soleil louvre blades,45-25-50/395 Aluminium brise-soleil louvre blades;,
Pr_30_59_09_04,30,59,09,04,Aluminium brise-soleil support arms,45-25-50/425 Aluminium brise-soleil support arms;,
Pr_30_59_09_05,30,59,09,05,Aluminium brise-soleil units,45-25-50/420 Brise-soleil fixed blade panels;,
Pr_30_59_09_11,30,59,09,11,Carbon steel brise-soleil brace arms/struts,45-25-50/440 Carbon steel brise-soleil struts;,
Pr_30_59_09_12,30,59,09,12,Carbon steel brise-soleil carrier members,45-25-50/416 Carbon steel brise-soleil carrier members;,
Pr_30_59_09_13,30,59,09,13,Carbon steel brise-soleil louvre blades,45-25-50/405 Carbon steel brise-soleil louvre blades;,
Pr_30_59_09_14,30,59,09,14,Carbon steel brise-soleil support arms,45-25-50/430 Carbon steel brise-soleil support arms;,
Pr_30_59_09_15,30,59,09,15,Carbon steel brise-soleil units,45-25-50/420 Brise-soleil fixed blade panels;,
Pr_30_59_09_33,30,59,09,33,Glass brise-soleil louvre blades,45-25-50/400 Glass brise-soleil louvre blades;,
Pr_30_59_09_62,30,59,09,62,Plastics brise-soleil louvre blades,,
Pr_30_59_09_63,30,59,09,63,Plastics brise-soleil units,,
Pr_30_59_09_82,30,59,09,82,Stainless steel brise-soleil brace arms/struts,45-25-50/445 Stainless steel brise-soleil struts;,
Pr_30_59_09_83,30,59,09,83,Stainless steel brise-soleil carrier members,45-25-50/417 Stainless steel brise-soleil carrier members;,
Pr_30_59_09_84,30,59,09,84,Stainless steel brise-soleil louvre blades,45-25-50/408 Stainless steel brise-soleil louvre blades;,
Pr_30_59_09_85,30,59,09,85,Stainless steel brise-soleil support arms,45-25-50/435 Stainless steel brise-soleil support arms;,
Pr_30_59_09_86,30,59,09,86,Stainless steel brise-soleil units,45-25-50/420 Brise-soleil fixed blade panels;,
Pr_30_59_09_90,30,59,09,90,Wood brise-soleil carrier members,45-25-50/418 Wood brise-soleil carrier members;,
Pr_30_59_09_91,30,59,09,91,Wood brise-soleil louvre blades,45-25-50/410 Wood brise-soleil louvre blades;,
Pr_30_59_09_92,30,59,09,92,Wood brise-soleil support arms,45-25-50/437 Wood brise-soleil support arms;,
Pr_30_59_09_93,30,59,09,93,Wood brise-soleil units,45-25-50/420 Brise-soleil fixed blade panels;,
Pr_30_59_23,30,59,23,,Door frames and leaves,,
Pr_30_59_23_02,30,59,23,02,Aluminium door frames,45-25-28/310 Aluminium door frames;,
Pr_30_59_23_11,30,59,23,11,Carbon steel door frames,45-25-28/314 Steel door frames;,
Pr_30_59_23_15,30,59,23,15,Composite door frames,45-25-28/312 Composite door frames;,
Pr_30_59_23_16,30,59,23,16,Composite door leaves,45-25-28/320 Composite door leaves;,
Pr_30_59_23_32,30,59,23,32,Frameless glass door leaves,45-25-28/322 Frameless glass door leaves;,
Pr_30_59_23_50,30,59,23,50,Matchboarded door leaves,45-25-28/324 Matchboarded door leaves;,
Pr_30_59_23_53,30,59,23,53,Metal door leaves,45-25-28/326 Metal door leaves;,
Pr_30_59_23_84,30,59,23,84,Stainless steel door frames,45-25-28/314 Steel door frames;,
Pr_30_59_23_91,30,59,23,91,Unplasticized polyvinylchloride (PVC-U) door frames,,
Pr_30_59_23_92,30,59,23,92,Unplasticized polyvinylchloride (PVC-U) door leaves,45-25-28/328 PVC-U door leaves;,
Pr_30_59_23_96,30,59,23,96,Wood door frames,45-25-28/316 Wood door frames;,
Pr_30_59_23_97,30,59,23,97,Wood flush door leaves,45-25-28/330 Wood flush door leaves;,
Pr_30_59_23_98,30,59,23,98,Wood panelled door leaves,45-25-28/332 Wood panelled door leaves;,
Pr_30_59_24,30,59,24,,Doorsets,,
Pr_30_59_24_04,30,59,24,04,Automatic revolving doorsets,45-25-28/352 Automatic revolving doorsets;,
Pr_30_59_24_14,30,59,24,14,Collapsible gate and grille sets,45-25-28/356 Collapsible gate and grille sets;,
Pr_30_59_24_15,30,59,24,15,Combination doorsets,45-25-28/340 Combination doorsets;,
Pr_30_59_24_16,30,59,24,16,Composite doorsets,45-25-28/342 Composite doorsets;,
Pr_30_59_24_30,30,59,24,30,Flexible doorsets,45-25-28/358 Flexible doorsets;,
Pr_30_59_24_37,30,59,24,37,High security doorsets,45-25-28/372 High security doorsets;,
Pr_30_59_24_38,30,59,24,38,High speed doorsets,45-25-28/360 High speed doorsets;,
Pr_30_59_24_48,30,59,24,48,Loading bay doorsets,45-25-28/362 Loading bay doorsets;,
Pr_30_59_24_50,30,59,24,50,Manual revolving doorsets,45-25-28/354 Manual revolving doorsets;,
Pr_30_59_24_52,30,59,24,52,Metal doorsets,45-25-28/344 Metal doorsets;,
Pr_30_59_24_64,30,59,24,64,Polyvinylchloride (PVC) strip curtain sets,,
Pr_30_59_24_72,30,59,24,72,Roller grille sets,45-25-28/412 Roller grille sets;,
Pr_30_59_24_73,30,59,24,73,Roller shutter sets,45-25-28/414 Roller shutter sets;,
Pr_30_59_24_75,30,59,24,75,Sectional overhead doorsets,45-25-28/364 Sectional overhead doorsets;,
Pr_30_59_24_80,30,59,24,80,Sliding door and partition sets,45-25-28/366 Sliding door and partition sets;,
Pr_30_59_24_81,30,59,24,81,Sliding folding shutter doorsets,45-25-28/368 Sliding folding shutter doorsets;,
Pr_30_59_24_92,30,59,24,92,Unplasticized polyvinylchloride (PVC-U) doorsets,45-25-28/346 PVC-U doorsets;,
Pr_30_59_24_93,30,59,24,93,Up-and-over doorsets,45-25-28/374 Up-and-over doorsets;,
Pr_30_59_24_97,30,59,24,97,Wood doorsets,45-25-28/348 Wood doorsets;,
Pr_30_59_28,30,59,28,,Escape products,,
Pr_30_59_28_26,30,59,28,26,Escape chairs,,
Pr_30_59_28_27,30,59,28,27,Escape chutes,,
Pr_30_59_28_28,30,59,28,28,Escape slides,,
Pr_30_59_28_78,30,59,28,78,Slings,,
Pr_30_59_29,30,59,29,,"Fixed roof ventilators, terminals and accessories",,
Pr_30_59_29_02,30,59,29,02,Abutment ventilators,45-20-75/330 Abutment ventilators;,
Pr_30_59_29_15,30,59,29,15,Combined eaves fascia grilles and ventilator trays,45-20-75/380 Combined eaves fascia grilles and ventilator trays;,
Pr_30_59_29_30,30,59,29,30,Flat roof ventilators,45-20-75/340 Flat roof ventilators;,
Pr_30_59_29_62,30,59,29,62,Plastics eaves underlay support,45-20-75/310 Plastics eaves underlay support;,
Pr_30_59_29_64,30,59,29,64,Plastics rafter ventilator trays,45-20-75/320 Plastics rafter trays;,
Pr_30_59_29_71,30,59,29,71,Roof ridge ventilator tiles,45-20-75/360 Ridge ventilation tiles;,
Pr_30_59_29_72,30,59,29,72,Roof slope terminals,45-20-75/370 Roof slope terminals;,
Pr_30_59_29_73,30,59,29,73,Roof slope ventilator tiles,45-20-75/375 Roof slope ventilator tiles;,
Pr_30_59_29_74,30,59,29,74,Roof terminals,45-20-75/350 Ridge terminals;,
Pr_30_59_29_75,30,59,29,75,Roof ventilator unit,45-25-99/450 Roof ventilator unit;,
Pr_30_59_29_82,30,59,29,82,Strip ventilators,45-20-75/410 Strip ventilators;,
Pr_30_59_33,30,59,33,,Gate surrounds and leaves,,
Pr_30_59_33_02,30,59,33,02,Aluminium sheet gate leaves,45-25-35/351 Aluminium sheet gate leaves;,
Pr_30_59_33_03,30,59,33,03,Aluminium vertical rail gate leaves,45-25-35/353 Aluminium vertical rail gate leaves;,
Pr_30_59_33_11,30,59,33,11,Carbon steel expanded mesh gate leaves,45-25-35/361 Carbon steel expanded mesh gate leaves;,
Pr_30_59_33_12,30,59,33,12,Carbon steel field gate leaves,45-25-35/363 Carbon steel field gate leaves;,
Pr_30_59_33_13,30,59,33,13,Carbon steel palisade gate leaves,45-25-35/365 Carbon steel palisade gate leaves;,
Pr_30_59_33_14,30,59,33,14,Carbon steel sheet gate leaves,45-25-35/367 Carbon steel sheet gate leaves;,
Pr_30_59_33_15,30,59,33,15,Carbon steel vertical section gate leaves,45-25-35/369 Carbon steel vertical section gate leaves;,
Pr_30_59_33_16,30,59,33,16,Carbon steel welded mesh gate leaves,45-25-35/371 Carbon steel welded mesh gate leaves;,
Pr_30_59_33_33,30,59,33,33,Gate arches,45-25-35/421 Gate arch;,
Pr_30_59_33_34,30,59,33,34,Glass infill gate leaves,45-25-35/401 Glass infill gate leaves;,
Pr_30_59_33_35,30,59,33,35,Glazing plastics gate leaves,45-25-35/391 Glazing plastics gate leaves;,
Pr_30_59_33_36,30,59,33,36,Hardwood field gate leaves,45-25-35/415 Wood field gate leaves;,
Pr_30_59_33_37,30,59,33,37,Hardwood gate leaves,45-25-35/413 Prefabricated wood gate leaves;,
Pr_30_59_33_38,30,59,33,38,Hardwood gate surrounds,45-25-35/427 Wood gate surrounds;,
Pr_30_59_33_39,30,59,33,39,Hardwood palisade gate leaves,45-25-35/417 Wood palisade gate leaves;,
Pr_30_59_33_52,30,59,33,52,Metal gate surrounds,45-25-35/425 Metal gate surrounds;,
Pr_30_59_33_62,30,59,33,62,Plastics gate leaves,45-25-35/393 Prefabricated plastics gate leaves;,
Pr_30_59_33_63,30,59,33,63,Plywood sheet gate leaves,45-25-35/411 Plywood sheet gate leaves;,
Pr_30_59_33_78,30,59,33,78,Stainless steel expanded mesh gate leaves,45-25-35/373 Stainless steel expanded mesh gate leaves;,
Pr_30_59_33_82,30,59,33,82,Stainless steel sheet gate leaves,45-25-35/375 Stainless steel sheet gate leaves;,
Pr_30_59_33_84,30,59,33,84,Stainless steel vertical rail gate leaves,45-25-35/377 Stainless steel vertical rail gate leaves;,
Pr_30_59_33_98,30,59,33,98,Wrought iron decorative gate leaves,45-25-35/381 Wrought iron decorative gate leaves;,
Pr_30_59_33_99,30,59,33,99,Wrought iron vertical rail gate leaves,45-25-35/383 Wrought iron vertical rail gate leaves;,
Pr_30_59_34,30,59,34,,Gates and turnstiles,,
Pr_30_59_34_01,30,59,34,01,Aluminium full height turnstiles,45-25-35/341 Aluminium full height turnstiles;,
Pr_30_59_34_02,30,59,34,02,Aluminium gates,45-25-35/301 Aluminium gates;,
Pr_30_59_34_03,30,59,34,03,Aluminium safety gates,45-30-75/455 Aluminium safety gates;,
Pr_30_59_34_10,30,59,34,10,Canal lock gates,,
Pr_30_59_34_11,30,59,34,11,Carbon steel bridle gates,45-25-35/321 Carbon steel bridle gates;,
Pr_30_59_34_12,30,59,34,12,Carbon steel dog gates,45-25-35/323 Carbon steel dog gates;,
Pr_30_59_34_13,30,59,34,13,Carbon steel full height turnstiles,45-25-35/343 Carbon steel full height turnstiles;,
Pr_30_59_34_14,30,59,34,14,Carbon steel gates,45-25-35/303 Carbon steel gates;,
Pr_30_59_34_15,30,59,34,15,Carbon steel half height turnstiles,45-25-35/345 Carbon steel half height turnstiles;,
Pr_30_59_34_16,30,59,34,16,Carbon steel kissing gates,45-25-35/325 Carbon steel kissing gates;,
Pr_30_59_34_17,30,59,34,17,Carbon steel motorbike inhibitors,45-25-35/327 Carbon steel motorbike inhibitors;,
Pr_30_59_34_18,30,59,34,18,Carbon steel safety gates,45-30-75/460 Carbon steel safety gates;,
Pr_30_59_34_20,30,59,34,20,Composite gates,45-25-35/305 Composite gates;,
Pr_30_59_34_35,30,59,34,35,Glazed gates,45-25-35/309 Glazed gates;,
Pr_30_59_34_36,30,59,34,36,Hardwood bridle gates,45-25-35/331 Wood bridle gates;,
Pr_30_59_34_37,30,59,34,37,Hardwood dog gates,45-25-35/333 Wood dog gates;,
Pr_30_59_34_38,30,59,34,38,Hardwood gates,45-25-35/315 Wood gates;,
Pr_30_59_34_39,30,59,34,39,Hardwood kissing gates,45-25-35/335 Wood kissing gates;,
Pr_30_59_34_40,30,59,34,40,Hardwood ladder stiles,45-25-35/337 Wood ladder stiles;,
Pr_30_59_34_41,30,59,34,41,Hardwood post and rail stiles,45-25-35/339 Wood post and rail stiles;,
Pr_30_59_34_65,30,59,34,65,Plastics gates,45-25-35/311 Plastics gates;,
Pr_30_59_34_78,30,59,34,78,Stainless steel full height turnstiles,45-25-35/347 Stainless steel full height turnstiles;,
Pr_30_59_34_80,30,59,34,80,Stainless steel gates,45-25-35/313 Stainless steel gates;,
Pr_30_59_34_88,30,59,34,88,Stainless steel half height turnstiles,45-25-35/349 Stainless steel half height turnstiles;,
Pr_30_59_34_90,30,59,34,90,Stainless steel safety gates,45-30-75/465 Stainless steel safety gates;,
Pr_30_59_34_98,30,59,34,98,Wrought iron gates,45-25-35/317 Wrought iron gates;,
Pr_30_59_36,30,59,36,,Hatches and access panels,,
Pr_30_59_36_01,30,59,36,01,Access panels,45-45-00/310 Access panels;,
Pr_30_59_36_02,30,59,36,02,Aluminium access hatches,45-25-28/426 Aluminium access hatches;,
Pr_30_59_36_11,30,59,36,11,Carbon steel access hatches,45-25-28/428 Carbon steel access hatches;,
Pr_30_59_36_25,30,59,36,25,Ductwork access doorsets,,
Pr_30_59_36_30,30,59,36,30,Floor hatches,45-25-28/420 Floor hatches;,
Pr_30_59_36_50,30,59,36,50,Manual trapdoors,,
Pr_30_59_36_64,30,59,36,64,Polyvinylchloride (PVC) strip curtain sets,,
Pr_30_59_36_72,30,59,36,72,Roller grille sets,,
Pr_30_59_36_73,30,59,36,73,Roller shutter sets,,
Pr_30_59_36_74,30,59,36,74,Roof hatches,45-25-28/422 Roof hatches;,
Pr_30_59_36_76,30,59,36,76,Self-closing safety hatches ,45-30-75/470 Self closing safety hatches;,
Pr_30_59_36_78,30,59,36,78,Self-closing trapdoors,45-25-28/432 Self closing trapdoor;,
Pr_30_59_36_80,30,59,36,80,Stainless steel access hatches,45-25-28/430 Stainless steel access hatches;,
Pr_30_59_36_96,30,59,36,96,Wall hatches,45-25-28/424 Wall hatches;,
Pr_30_59_46,30,59,46,,Lift barriers,,
Pr_30_59_46_46,30,59,46,46,Lift landing doorsets,"90-80-60/320 Landing doors, frames and sills;",
Pr_30_59_46_47,30,59,46,47,Lift landing frames,"90-80-60/320 Landing doors, frames and sills;",
Pr_30_59_46_48,30,59,46,48,Lift landing sills,"90-80-60/320 Landing doors, frames and sills;",
Pr_30_59_46_49,30,59,46,49,Lift platform barriers,,
Pr_30_59_46_63,30,59,46,63,Platform lift landing doorsets and gates,,
Pr_30_59_48,30,59,48,,Louvres and components,,
Pr_30_59_48_02,30,59,48,02,Aluminium louvre blades,45-25-50/360 Aluminium louvre blades;,
Pr_30_59_48_03,30,59,48,03,Aluminium louvre frames,45-25-50/340 Aluminium louvre frames;,
Pr_30_59_48_04,30,59,48,04,Aluminium louvre panel units,45-25-50/305 Aluminium louvre panel units;,
Pr_30_59_48_11,30,59,48,11,Carbon steel louvre blades,45-25-50/370 Carbon steel louvre blades;,
Pr_30_59_48_12,30,59,48,12,Carbon steel louvre frames,45-25-50/345 Carbon steel louvre frames;,
Pr_30_59_48_13,30,59,48,13,Carbon steel louvre panel units,45-25-50/310 Carbon steel louvre panel units;,
Pr_30_59_48_34,30,59,48,34,Glass louvre blades,45-25-50/365 Glass louvre blades;,
Pr_30_59_48_52,30,59,48,52,Mirror louvre units,,
Pr_30_59_48_65,30,59,48,65,Plastic louvre blades,45-25-50/375 Plastic louvre blades;,
Pr_30_59_48_77,30,59,48,77,Screening and ventilation access doors,45-25-50/335 Screening and ventilation louvre access doors;,
Pr_30_59_48_78,30,59,48,78,Screening and ventilation louvre support frames,45-25-50/330 Screening and ventilation louvre support frames;,
Pr_30_59_48_83,30,59,48,83,Stainless steel louvre blades,45-25-50/380 Stainless steel louvre blades;,
Pr_30_59_48_84,30,59,48,84,Stainless steel louvre frames,45-25-50/350 Stainless steel louvre frames;,
Pr_30_59_48_85,30,59,48,85,Stainless steel louvre panel units,45-25-50/312 Stainless steel louvre panel units;,
Pr_30_59_48_96,30,59,48,96,Wood louvre blades,45-25-50/385 Wood louvre blades;,
Pr_30_59_48_97,30,59,48,97,Wood louvre frames,45-25-50/355 Wood louvre frames;,
Pr_30_59_48_98,30,59,48,98,Wood louvre panel units,45-25-50/315 Wood louvre panel units;,
Pr_30_59_57,30,59,57,,Opening security and protection products,,
Pr_30_59_57_04,30,59,57,04,Anti-burglar window bars,45-25-97/345 Anti-burglar bars;,
Pr_30_59_57_07,30,59,57,07,Bird guards,45-35-22/430 Bird guards;,
Pr_30_59_57_08,30,59,57,08,Bird guard mesh,45-25-50/455 Bird guard mesh;,
Pr_30_59_57_28,30,59,57,28,Escalator shutters,,
Pr_30_59_57_29,30,59,57,29,Firebreak shutters,,
Pr_30_59_57_40,30,59,57,40,Insect guard mesh,45-25-50/450 Insect guard mesh;,
Pr_30_59_57_58,30,59,57,58,Overhead ventilators,45-25-97/360 Overhead ventilators;,
Pr_30_59_57_76,30,59,57,76,Security shutters,,
Pr_30_59_57_77,30,59,57,77,Security window screens,45-25-97/350 Security screens;,
Pr_30_59_58,30,59,58,,Operable roof ventilators,,
Pr_30_59_58_03,30,59,58,03,Aluminium framed heat or smoke control roof ventilators,,
Pr_30_59_58_36,30,59,58,36,Hardwood framed heat or smoke control roof ventilators,45-20-55/320 Aluminium framed heat or smoke control roof ventilators;,
Pr_30_59_58_50,30,59,58,50,Manual control glazed roof ventilators,45-20-55/315 Glazed roof vents with remote manual operation;,
Pr_30_59_58_72,30,59,58,72,Rigid polyurethane framed heat or smoke control roof ventilators,,
Pr_30_59_58_80,30,59,58,80,Smoke control roof ventilators,,
Pr_30_59_58_81,30,59,58,81,Softwood framed heat or smoke control roof ventilators,,
Pr_30_59_58_85,30,59,58,85,Steel framed heat or smoke control roof ventilators,,
Pr_30_59_58_88,30,59,58,88,Thermostatic control glazed roof ventilators,45-20-55/310 Automatic glazed roof vents with thermostatic control;,
Pr_30_59_59,30,59,59,,Operable vehicular barriers,,
Pr_30_59_59_11,30,59,59,11,Cantilevered sliding beam vehicular barriers,45-25-58/310 Heavy-duty cantilevered sliding beams;,
Pr_30_59_59_38,30,59,59,38,Height restrictors,45-25-58/360 Height restrictor;,
Pr_30_59_59_39,30,59,59,39,Horizontal swing vehicular barriers,45-25-58/350 Horizontal swing barriers;,
Pr_30_59_59_72,30,59,59,72,Rising arm vehicular barriers,45-25-58/330 Rising arm barriers;,
Pr_30_59_59_79,30,59,59,79,Sliding vehicular barriers,45-25-58/320 Heavy-duty sliding barriers;,
Pr_30_59_60,30,59,60,,Passenger boarding bridges,,
Pr_30_59_60_03,30,59,60,03,Apron drive passenger boarding bridges,45-30-65/300 Apron drive passenger boarding bridge;,
Pr_30_59_60_15,30,59,60,15,Commuter passenger boarding bridges,45-30-65/330 Commuter passenger boarding bridge;,
Pr_30_59_60_56,30,59,60,56,Noseloader  passenger boarding bridges,45-30-65/310 Noseloader passenger boarding bridge;,
Pr_30_59_60_87,30,59,60,87,T bridge passenger boarding bridges,45-30-65/320 T-bridge passenger boarding bridge;,
Pr_30_59_61,30,59,61,,Pavement and floorlight and venting products,,
Pr_30_59_61_32,30,59,61,32,Glazed floorlight panels,45-20-60/305 Precast concrete glazed floor panels;,
Pr_30_59_61_33,30,59,61,33,Glazed lift-out floorlight access panel,45-20-60/315 Precast concrete glazed lift out floor access panel;,
Pr_30_59_61_34,30,59,61,34,Glazed lift-out access pavement light panels,45-20-60/310 Precast concrete glazed lift-out access pavement light panels;,
Pr_30_59_61_35,30,59,61,35,Glazed pavement light panels,45-20-60/325 Precast concrete glazed pavement panels;,
Pr_30_59_61_36,30,59,61,36,Glazed smoke venting panels,45-20-60/335 Precast concrete glazed smoke venting panels;,
Pr_30_59_61_57,30,59,61,57,Non-glazed smoke venting panels,45-20-60/340 Precast concrete non-glazed smoke venting panels;,
Pr_30_59_71,30,59,71,,Refuse and linen chute inlets and openings,,
Pr_30_59_71_12,30,59,71,12,Chute automatic fire doors,45-30-15/365 Automatic fire door;,
Pr_30_59_71_13,30,59,71,13,Chute door interlocks,45-30-15/360 Door interlocks;,
